id,cname,party,party_name,party_id,eu_position,eu_salience,eu_dissent,eu_benefit,eu_ep,eu_intmark,eu_cohesion,eu_foreign,eu_turkey,eu_budgets,lrgen,lrecon,lrecon_salience,galtan,galtan_salience,spendvtax,deregulation,redistribution,econ_interven,civlib_laworder,sociallifestyle,religious_principle,immigrate_policy,multiculturalism,urban_rural,environment,regions,international_security,ethnic_minorities,nationalism,antielite_salience,corrupt_salience,first_most_important,second_most_important,third_most_important
1,fra,8,MODEM,613,in favor,6,3,benefited,in favor,in favor,,,,,center,6,3,center,4,6,7,4,6,6,7,7,8,8,,8,3,,6,7,8,6,,,
14,fra,1,PCF,613,somewhat opposed,5,2,not benefited,in favor,opposed,strongly in favor,somewhat opposed,somewhat in favor,opposed,2,2,great importance,4,3,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,4,1,1,2,2,5,5,7,8,6,4,6,5,state intervention,public services vs taxes,redistribution
10,fra,8,MODEM,613,strongly in favor,8,2,benefited,strongly in favor,in favor,in favor,,neutral,somewhat in favor,6,6,4,4,4,6,5,5,6,5,6,5,6,6,6,5,5,5,6,6,6,5,public services vs taxes,multiculturalism,EU integration
3,fra,1,PCF,613,opposed,5,5,not benefited,opposed,,strongly opposed,opposed,,opposed,1,1,9,3,5,1,1,fully in favour of redistribution of wealth,fully in favour state intervention in economy,2,4,1,3,5,2,5,7,8,3,6,9,8,state intervention,public services vs taxes,redistribution
6,fra,1,PCF,613,somewhat in favor,5,3,benefited,somewhat in favor,opposed,in favor,neutral,in favor,strongly opposed,2,1,7,3,3,1,strongly opposes deregulation,1,1,2,2,1,2,3,1,7,2,3,2,2,7,3,redistribution,public services vs taxes,state intervention
7,fra,8,MODEM,613,,,,,,,,,,,,,great importance,,,,,,,,,,,,,,,,,,,,,,
1,fra,1,PCF,613,opposed,4,5,not benefited,somewhat in favor,strongly opposed,,,,strongly opposed,2,1,7,2,6,2,1,2,2,1,2,1,4,5,,8,5,7,3,5,7,1,redistribution,public services vs taxes,social lifestyle
12,fra,1,PCF,613,opposed,3,2,neither benefit/lost,in favor,somewhat opposed,somewhat in favor,,somewhat opposed,opposed,2,2,3,,5,,,,,,,,,,,,,,,,,,,,
6,fra,8,MODEM,613,in favor,7,2,benefited,in favor,in favor,in favor,in favor,somewhat opposed,somewhat in favor,6,6,3,6,7,6,5,6,6,6,6,6,6,6,4,6,5,4,6,6,6,6,EU integration,multiculturalism,religious principles
14,fra,8,MODEM,613,strongly in favor,9,1,benefited,strongly in favor,strongly in favor,in favor,strongly in favor,opposed,strongly in favor,7,7,9,3,5,fully in favour of cutting services,9,6,9,7,4,7,8,6,6,9,3,2,8,4,4,7,public services vs taxes,state intervention,EU integration
13,fra,8,MODEM,613,strongly in favor,,,,strongly in favor,strongly in favor,,strongly opposed,strongly opposed,somewhat in favor,6,6,7,9,8,,,,,,,,,,,,,,,,,,,,
13,fra,1,PCF,613,strongly opposed,,,,opposed,strongly opposed,,strongly opposed,opposed,strongly opposed,1,1,8,2,8,,,,,,,,,,,,,,,,,,,,
2,fra,1,PCF,613,somewhat in favor,5,,benefited,strongly in favor,somewhat opposed,,,,opposed,1,extreme left,9,center,1,fully in favour of raising taxes for services,strongly opposes deregulation,1,fully in favour state intervention in economy,,4,strongly opposes religious principles in politics,9,3,2,8,,,1,6,7,,deregulation,redistribution,
2,fra,8,MODEM,613,in favor,6,,benefited,,strongly in favor,,strongly in favor,,neutral,center,center,4,6,3,,4,5,,5,,,5,,,4,,,,6,2,,,,
7,fra,9,NC,621,,,,,,,,,,,,,great importance,,,,,,,,,,,,,,,,,,,,,,
11,fra,9,NC,621,in favor,5,5,benefited,somewhat in favor,somewhat in favor,,,somewhat opposed,,,,,,,,,,,,,,,,,,,,,,,,,,
3,fra,9,NC,621,strongly in favor,9,party was completely united,benefited,in favor,,in favor,strongly in favor,,in favor,center,center,6,center,5,3,4,4,5,6,3,4,5,5,5,4,5,6,3,5,5,5,public services vs taxes,decentralization,EU integration
14,fra,9,NC,621,strongly in favor,7,4,benefited,in favor,strongly in favor,in favor,somewhat in favor,opposed,in favor,8,9,8,6,5,fully in favour of cutting services,strongly supports deregulation,7,fully opposed to state intervention in economy,8,6,6,9,8,5,strongly supports economic growth,4,2,8,7,2,6,public services vs taxes,deregulation,state intervention
13,fra,9,NC,621,in favor,,,,in favor,strongly in favor,,somewhat opposed,strongly opposed,somewhat in favor,7,8,8,9,8,,,,,,,,,,,,,,,,,,,,
9,fra,9,NC,621,,great importance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,fra,9,NC,621,strongly in favor,8,2,benefited,in favor,in favor,in favor,,neutral,somewhat in favor,6,6,great importance,4,4,6,5,5,6,5,6,5,6,6,5,5,5,5,6,6,5,5,urban vs rural,social lifestyle,nationalism
5,fra,9,NC,621,somewhat in favor,5,3,benefited,,,,,,,8,9,9,8,6,6,7,7,7,7,7,5,6,6,5,5,6,4,6,6,3,3,deregulation,EU integration,public services vs taxes
6,fra,9,NC,621,somewhat in favor,5,2,benefited,somewhat in favor,somewhat in favor,somewhat in favor,somewhat in favor,somewhat opposed,somewhat in favor,7,6,3,7,7,7,6,7,6,7,6,7,7,6,6,7,6,4,6,7,3,2,deregulation,social lifestyle,urban vs rural
2,fra,9,NC,621,in favor,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
1,fra,9,NC,621,somewhat in favor,,,,,,,,,,6,,great importance,,great importance,,,,,,,,,,,,,,,,,,,,
12,fra,9,NC,621,,great importance,3,not benefited,,,,,,,3,center,7,center,5,,,,,,,,,,,,,,,,,,,,
4,fra,9,NC,621,strongly in favor,6,3,benefited,in favor,strongly in favor,somewhat in favor,strongly in favor,neutral,somewhat in favor,7,7,7,center,7,7,8,8,7,4,6,5,7,6,5,6,6,3,6,6,2,3,state intervention,EU integration,deregulation
8,fra,9,NC,621,strongly in favor,6,party was completely united,benefited,strongly in favor,strongly in favor,,in favor,,somewhat in favor,6,7,6,7,2,7,7,7,7,5,7,6,,6,,9,4,,,5,not important at all,not important at all,state intervention,,
9,fra,10,PRV,622,,great importance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,fra,10,PRV,622,,great importance,,,,,,,,,,,5,,4,,,,,,,,,,,,,,,,,,,,
6,fra,10,PRV,622,somewhat in favor,5,2,benefited,in favor,somewhat in favor,somewhat in favor,somewhat in favor,somewhat opposed,neutral,6,6,3,7,7,6,5,7,6,7,6,6,7,6,7,7,6,4,6,7,3,2,decentralization,urban vs rural,state intervention
1,fra,10,PRV,622,,,,,,,,,,,,,great importance,,great importance,,,,,,,,,,,,,,,,,,,,
12,fra,10,PRV,622,,great importance,,,,,,,,,,,great importance,,5,,,,,,,,,,,,,,,,,,,,
7,fra,10,PRV,622,,,,,,,,,,,,,great importance,,,,,,,,,,,,,,,,,,,,,,
2,fra,10,PRV,622,in favor,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
14,fra,10,PRV,622,in favor,7,3,benefited,in favor,strongly in favor,somewhat in favor,in favor,opposed,somewhat in favor,7,8,8,center,4,fully in favour of cutting services,9,7,7,8,5,5,8,8,5,9,7,2,8,6,2,6,public services vs taxes,multiculturalism,state intervention
3,fra,10,PRV,622,strongly in favor,3,3,benefited,in favor,,in favor,in favor,,,6,6,6,6,6,4,5,6,6,6,4,3,5,5,7,6,2,6,4,6,5,5,public services vs taxes,state intervention,EU integration
13,fra,10,PRV,622,in favor,,,,in favor,strongly in favor,,somewhat opposed,strongly opposed,somewhat in favor,7,8,7,9,8,,,,,,,,,,,,,,,,,,,,
5,fra,10,PRV,622,somewhat in favor,4,2,neither benefit/lost,,,,,,,center,4,4,3,5,6,4,4,3,3,2,1,6,6,3,4,4,5,5,5,6,6,social lifestyle,civil liberties,decentralization
8,fra,10,PRV,622,strongly in favor,6,party was completely united,benefited,strongly in favor,strongly in favor,,in favor,,somewhat in favor,6,7,6,7,2,7,7,7,7,5,7,3,,6,,9,4,,,5,not important at all,not important at all,state intervention,,
11,fra,10,PRV,622,in favor,,,benefited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,fra,10,PRV,622,,7,,,,,,,,,,,great importance,4,4,5,5,5,6,5,5,5,6,6,5,5,4,5,6,6,5,5,urban vs rural,social lifestyle,nationalism
5,fra,11,AC,623,,great importance,,,,,,,,,,,great importance,,4,,,,,,,,,,,,,,,,,,,,
4,fra,11,AC,623,,great importance,,,,,,,,,,,5,,4,,,,,,,,,,,,,,,,,,,,
9,fra,11,AC,623,,great importance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,fra,11,AC,623,strongly in favor,9,1,benefited,in favor,,in favor,,,in favor,center,center,6,center,5,3,4,4,5,6,3,4,5,5,5,4,5,6,3,5,4,5,public services vs taxes,decentralization,EU integration
6,fra,11,AC,623,somewhat in favor,5,2,benefited,somewhat in favor,somewhat in favor,somewhat in favor,somewhat in favor,somewhat opposed,neutral,7,6,3,7,7,6,6,7,6,7,6,7,7,6,5,7,6,4,6,7,3,2,urban vs rural,state intervention,deregulation
13,fra,11,AC,623,strongly in favor,,,,in favor,strongly in favor,,somewhat opposed,strongly opposed,somewhat in favor,7,8,7,9,8,,,,,,,,,,,,,,,,,,,,
10,fra,11,AC,623,,great importance,,,,,,,,,,,great importance,4,4,6,5,5,6,5,5,5,6,6,5,5,5,5,6,6,5,5,urban vs rural,state intervention,public services vs taxes
7,fra,11,AC,623,,,,,,,,,,,,,great importance,,,,,,,,,,,,,,,,,,,,,,
14,fra,11,AC,623,strongly in favor,8,2,not benefited,in favor,strongly in favor,in favor,in favor,opposed,in favor,8,8,8,center,4,9,9,7,8,8,5,6,8,7,5,strongly supports economic growth,5,2,8,6,2,6,public services vs taxes,state intervention,EU integration
12,fra,11,AC,623,,great importance,,,,,,,,,,,great importance,,5,,,,,,,,,,,,,,,,,,,,
11,fra,11,AC,623,,,,benefited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,fra,11,AC,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,fra,11,AC,623,strongly in favor,6,party was completely united,benefited,strongly in favor,strongly in favor,,in favor,,somewhat in favor,6,7,6,7,2,7,7,7,7,5,7,6,,6,,9,4,,,5,not important at all,not important at all,state intervention,,
1,fra,11,AC,623,,,,,,,,,,,,,great importance,,great importance,,,,,,,,,,,,,,,,,,,,
7,fra,12,PG,624,,,,,,,,,,,,,great importance,,,,,,,,,,,,,,,,,,,,,,
1,fra,12,PG,624,somewhat opposed,,2,not benefited,in favor,opposed,,,,strongly opposed,2,2,7,1,5,2,2,2,2,2,3,1,4,5,,,5,,,,7,1,,,
3,fra,12,PG,624,strongly opposed,great importance,1,not benefited,strongly opposed,,strongly opposed,opposed,,opposed,2,1,9,2,9,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,2,2,strongly opposes religious principles in politics,2,4,2,3,5,7,1,4,extremely important,extremely important,public services vs taxes,state intervention,EU integration
4,fra,12,PG,624,opposed,8,2,benefited,somewhat opposed,opposed,,opposed,,strongly opposed,1,extreme left,8,3,5,1,strongly opposes deregulation,1,fully in favour state intervention in economy,4,3,2,3,3,2,8,3,4,3,4,8,6,redistribution,deregulation,EU integration
9,fra,12,PG,624,strongly opposed,9,party was completely united,not benefited,strongly opposed,somewhat opposed,,,,,,,,,,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,strongly promotes civil liberties,1,strongly opposes religious principles in politics,fully opposed to restrictive immigration policy,strongly favours multiculturalism,,,1,strongly opposes troop deployment,strongly supports more rights for ethnic minorities,1,extremely important,extremely important,anti-elite rhetoric,public services vs taxes,EU integration
13,fra,12,PG,624,strongly opposed,,,,strongly opposed,strongly opposed,,strongly opposed,strongly opposed,strongly opposed,1,1,great importance,1,7,,,,,,,,,,,,,,,,,,,,
10,fra,12,PG,624,opposed,7,2,not benefited,somewhat opposed,,,,somewhat opposed,,2,,great importance,center,5,2,1,2,2,4,2,2,2,6,2,7,3,6,5,4,9,5,anti-elite rhetoric,corruption,state intervention
2,fra,12,PG,624,somewhat opposed,7,,neither benefit/lost,strongly in favor,somewhat opposed,,,,opposed,1,1,,3,4,fully in favour of raising taxes for services,strongly opposes deregulation,1,fully in favour state intervention in economy,,5,strongly opposes religious principles in politics,,1,2,5,,,,,9,extremely important,anti-elite rhetoric,state intervention,redistribution
12,fra,12,PG,624,,great importance,,,,,,,,,,,great importance,,5,,,,,,,,,,,,,,,,,,,,
5,fra,12,PG,624,opposed,7,4,benefited,,,,,,,1,1,9,3,7,2,1,fully in favour of redistribution of wealth,2,2,1,strongly opposes religious principles in politics,2,2,3,4,3,8,1,2,9,9,redistribution,public services vs taxes,EU integration
14,fra,12,PG,624,somewhat opposed,7,3,not benefited,somewhat opposed,opposed,in favor,somewhat opposed,in favor,opposed,3,2,9,2,5,1,1,fully in favour of redistribution of wealth,1,2,1,1,2,3,4,1,8,strongly opposes troop deployment,5,3,9,8,redistribution,anti-elite rhetoric,state intervention
6,fra,12,PG,624,somewhat in favor,8,1,neither benefit/lost,opposed,opposed,in favor,neutral,somewhat in favor,strongly opposed,2,1,7,4,2,1,strongly opposes deregulation,1,1,5,4,strongly opposes religious principles in politics,4,6,1,5,9,5,3,2,9,8,EU integration,redistribution,anti-elite rhetoric
11,fra,12,PG,624,strongly opposed,8,2,not benefited,,strongly opposed,neutral,opposed,,strongly opposed,,,,,,,,,,,,,,,,,,,,,,,,,
8,fra,12,PG,624,strongly opposed,8,party was completely united,not benefited,in favor,opposed,,neutral,,strongly opposed,2,1,great importance,libertarian/postmaterialist,3,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,2,strongly supports liberal policies,strongly opposes religious principles in politics,,3,,2,3,,3,strongly promotes cosmopolitan concepts of society,extremely important,5,deregulation,redistribution,enviornment
3,fra,13,Ens,625,strongly opposed,great importance,1,not benefited,strongly opposed,,strongly opposed,opposed,,opposed,1,1,9,2,9,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,2,2,strongly opposes religious principles in politics,2,4,2,3,5,8,1,3,extremely important,extremely important,public services vs taxes,state intervention,EU integration
2,fra,13,Ens,625,somewhat opposed,7,,neither benefit/lost,,,,,,opposed,extreme left,1,,3,,fully in favour of raising taxes for services,strongly opposes deregulation,1,fully in favour state intervention in economy,,5,strongly opposes religious principles in politics,,,,5,,,,,9,extremely important,,,
11,fra,13,Ens,625,neutral,5,5,neither benefit/lost,neutral,neutral,neutral,,somewhat opposed,somewhat opposed,,,,,,,,,,,,,,,,,,,,,,,,,
4,fra,13,Ens,625,,great importance,,,,,,,,,,,5,,4,,,,,,,,,,,,,,,,,,,,
6,fra,13,Ens,625,somewhat in favor,6,5,benefited,in favor,somewhat in favor,somewhat in favor,somewhat in favor,somewhat opposed,opposed,6,4,5,6,7,5,3,4,4,6,5,3,6,6,4,6,5,4,6,6,5,5,ethnic minorities,redistribution,anti-elite rhetoric
12,fra,13,Ens,625,,great importance,,,,,,,,,,,great importance,,5,,,,,,,,,,,,,,,,,,,,
14,fra,13,Ens,625,somewhat opposed,6,3,,somewhat opposed,opposed,in favor,somewhat opposed,in favor,opposed,2,2,9,1,6,fully in favour of raising taxes for services,1,fully in favour of redistribution of wealth,1,2,1,strongly opposes religious principles in politics,2,strongly favours multiculturalism,4,1,1,,2,1,9,extremely important,redistribution,multiculturalism,public services vs taxes
8,fra,13,Ens,625,strongly opposed,8,,,,opposed,,neutral,,strongly opposed,1,1,great importance,,1,fully in favour of raising taxes for services,strongly opposes deregulation,fully in favour of redistribution of wealth,fully in favour state intervention in economy,2,strongly supports liberal policies,strongly opposes religious principles in politics,,,,,,,,strongly promotes cosmopolitan concepts of society,,5,deregulation,,
10,fra,13,Ens,625,,,,,,,,,,,,,great importance,center,4,4,3,3,3,5,4,4,6,7,4,5,4,5,6,5,7,5,anti-elite rhetoric,state intervention,nationalism
9,fra,13,Ens,625,somewhat in favor,8,,,somewhat in favor,somewhat in favor,,,,,,,,,,4,4,4,4,7,4,2,7,,,7,,5,7,7,,,,,
5,fra,13,Ens,625,,great importance,,,,,,,,,,,great importance,,great importance,,,,,,,,,,,,,,,,,,,,
1,fra,13,Ens,625,neutral,5,6,neither benefit/lost,somewhat in favor,somewhat opposed,,,,opposed,center,center,5,4,6,6,5,4,4,5,5,4,6,7,,6,3,4,5,6,5,3,,,
7,fra,13,Ens,625,,,,,,,,,,,,,great importance,,,,,,,,,,,,,,,,,,,,,,
13,fra,13,Ens,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ire,1,FF,701,strongly in favor,6,3,benefited,,,strongly in favor,in favor,,somewhat opposed,6,6,9,6,7,7,,6,4,6,5,5,6,,,6,,,,,,,urban vs rural,,
3,ire,1,FF,701,in favor,2,3,benefited,neutral,in favor,strongly in favor,neutral,somewhat opposed,opposed,8,6,7,traditional/authoritarian,1,8,5,8,5,,strongly opposes liberal policies,strongly supports religious principles in politics,9,,strongly supports rural interests,9,9,,9,strongly promotes nationalist concepts for society,1,1,nationalism,social lifestyle,urban vs rural
6,ire,1,FF,701,in favor,6,2,benefited,in favor,strongly in favor,strongly in favor,neutral,neutral,in favor,center,center,great importance,7,4,4,6,6,4,7,7,2,6,5,8,5,7,4,6,6,4,8,public services vs taxes,urban vs rural,redistribution
2,ire,1,FF,701,somewhat in favor,3,6,benefited,in favor,strongly in favor,in favor,neutral,,in favor,6,7,great importance,7,3,6,7,7,6,7,6,2,5,5,8,6,5,6,,7,3,6,public services vs taxes,redistribution,state intervention
7,ire,1,FF,701,neutral,1,1,benefited,,,,,,,6,6,6,7,5,6,4,6,4,5,7,6,5,5,7,5,7,5,,6,not important at all,2,,,
